city,lat,lon,score,ramo,uf,capital
Cidade_40,-26.287468305437162,-51.55766738679938,1.5788484224590449,Luxo,PE,False
Cidade_41,-22.387924207672153,-49.47032937587354,1.8495162065141049,Serviços,TO,True
Cidade_42,-24.21472986686795,-48.74115859219102,1.905593525379558,Serviços,MG,False
Cidade_43,-14.479259909967855,-56.37142553203314,2.3477826584301966,Serviços,PR,False
Cidade_44,-11.725896536886733,-44.183197859825356,1.3192147220994364,Luxo,AL,False
Cidade_45,-17.337256217325717,-42.540263474693205,2.1936017495427276,Serviços,SP,False
Cidade_46,-8.56236179645595,-54.53275352562473,2.928366589343046,Serviços,CE,False
Cidade_47,-17.332390132085806,-42.0303499885884,3.022122839223236,Serviços,AL,False
Cidade_48,-8.186070160973895,-37.510455726752696,1.5953592217688528,Saúde,MS,False
Cidade_49,3.657620642747098,-71.88445269019398,2.6586451403334204,Alimentação,GO,False
Cidade_50,-26.34342551658262,-39.45839633530226,2.30396687299113,Luxo,SP,False
Cidade_51,-31.970835713419277,-41.063174637143085,2.1611071419988175,Serviços,RJ,False
Cidade_52,-6.18360313016451,-64.93011342059813,3.15583888791026,Serviços,SE,False
Cidade_53,1.0003590958981974,-53.42029058773793,1.4946937754216614,Educação,PE,False
Cidade_54,3.250012838891074,-54.10062406119917,3.1234425924806257,Serviços,BA,False
Cidade_55,-20.317852683003508,-64.44196119481668,1.3852670964528087,Educação,GO,False
Cidade_56,1.234048696145841,-37.50094303768148,2.816618868475938,Varejo,MG,False
Cidade_57,-14.764317877488558,-46.100524387465384,3.4989958835731088,Educação,TO,False
Cidade_58,-11.361959881144934,-45.892790375716714,2.110840360564421,Saúde,MA,False
Cidade_59,-8.590703509956914,-35.564631381418906,2.014076376404498,Alimentação,SE,False
Cidade_60,-9.743898374630035,-63.368870697013065,1.8648552106450536,Varejo,GO,False
Cidade_61,-12.94953823130382,-37.485233716366835,3.333722008397429,Varejo,MG,False
Cidade_62,1.0885472723935692,-68.19321525309631,2.6267649044376467,Serviços,SE,False
Cidade_63,-2.2325375050673735,-62.46885836027614,2.0216570424418654,Saúde,RO,False
Cidade_64,-7.757565213104186,-60.326427766431664,2.8686531157766195,Alimentação,RR,False
Cidade_65,-9.708852968789408,-55.96471692242142,1.9690026698855796,Saúde,RN,False
Cidade_66,-15.820409765317393,-38.24479198793734,2.8644435499315577,Luxo,PE,False
Cidade_67,-21.522522114764328,-47.632939894275104,2.32507594561884,Alimentação,RJ,False
Cidade_68,-2.3028754478922053,-45.16170226716285,2.7890208562415943,Educação,TO,False
Cidade_69,-4.131220245351962,-52.619593256219105,2.061758756012539,Educação,PI,False
Cidade_70,-17.660045075622513,-67.78974236990354,2.1864948573518936,Alimentação,PR,False
Cidade_71,1.3394257339622087,-34.512418341822304,2.947364983606716,Educação,PR,False
Cidade_72,-2.1365442683423623,-62.277769912341974,2.3488016478103297,Varejo,TO,False
Cidade_73,-14.29603142090096,-36.875323236031896,2.0270090221277166,Saúde,SP,False
Cidade_74,-3.070365642867152,-37.448034251965595,3.0198839078055184,Varejo,RJ,False
Cidade_75,-24.726225556766455,-39.557514161802956,1.9896507404772612,Alimentação,GO,False
Cidade_76,-30.13911986886282,-57.19959304486058,1.9135749404215083,Educação,AC,False
Cidade_77,-32.74348297694253,-71.73258308852718,2.5382595885527746,Saúde,AP,False
Cidade_78,-9.640549131553563,-72.18297287387333,2.498708423548747,Alimentação,SC,False
Cidade_79,3.1351058191872525,-52.56975765363541,2.629652727992094,Alimentação,BA,False
Cidade_80,-32.94831858624198,-68.90699609310286,2.571379833849358,Serviços,MA,False
Cidade_81,-8.755799048927276,-49.5154380568473,1.5531950510690091,Serviços,MS,False
Cidade_82,3.3285264657666076,-34.84980215322005,2.4517783667134725,Alimentação,MS,True
Cidade_83,1.2547940276339489,-71.63103389553442,1.5337667816115528,Varejo,PB,False
Cidade_84,-24.534057422212037,-69.39602627076178,1.6762416360916998,Luxo,PI,False
Cidade_85,-19.816353263191743,-35.106091758958485,3.558129018883715,Alimentação,PR,False
Cidade_86,-9.058822935634417,-68.321959979782,2.1059395492875552,Varejo,PA,True
Cidade_87,-22.704605683159745,-64.9708297458686,1.6985926039105288,Serviços,SP,False
Cidade_88,-11.44361711228012,-73.17097223908915,2.1954783979641848,Alimentação,MS,False
Cidade_89,-27.44603230452406,-54.25498841983085,2.512397550824571,Luxo,MA,False
Cidade_90,-3.99839894931549,-64.92033563691155,2.2928130455034474,Saúde,RS,False
Cidade_91,-30.38827214777984,-52.35532715503325,2.0346565800813754,Serviços,AM,False
Cidade_92,-0.6650230021951273,-52.512190823166605,3.54219863639414,Varejo,PB,False
Cidade_93,-0.7013657577916916,-41.77301874406745,1.3838336662608277,Varejo,AC,False
Cidade_94,-25.819414002710257,-47.212181108640806,2.9062072197025133,Alimentação,MS,False
Cidade_95,-12.27037012030192,-68.32121729934404,3.644149163258229,Alimentação,PI,False
Cidade_96,0.2927395736286371,-43.79984251813036,2.3460247961459495,Varejo,SP,False
Cidade_97,-6.521074920089557,-56.70012094157693,1.6665805281173454,Serviços,PR,False
Cidade_98,-6.927872305086034,-44.81974317703235,2.0235615278966748,Varejo,RN,False
Cidade_99,1.0602375679262153,-59.102153326348926,2.9325273006760773,Alimentação,PI,False
Cidade_100,-11.029782415076163,-55.593015801631715,2.6983683199886577,Serviços,RS,False
Cidade_101,-4.877272672224581,-40.52870618917161,2.6118127825585664,Alimentação,BA,False
Cidade_102,1.2775948416302754,-36.9253335144716,1.9325941979389456,Alimentação,RN,True
Cidade_103,-29.402314574506743,-46.01659439496079,1.593702090791766,Saúde,RS,False
Cidade_104,0.8597094183479328,-55.31664990262473,1.5780072002394725,Serviços,AM,False
Cidade_105,4.5636050910378,-43.78716479825928,2.9846181076672123,Serviços,DF,False
Cidade_106,-18.076331218001997,-54.808623875536114,2.72156153180509,Educação,AL,False
Cidade_107,-16.788118487282112,-59.51409765615608,3.371209481372305,Varejo,AP,False
Cidade_108,-22.38611224227347,-46.5791791643416,3.5000519666867964,Varejo,GO,True
Cidade_109,-4.331406821001348,-68.87728133996949,3.2665728032154924,Saúde,MS,False
Cidade_110,-14.041805580195593,-72.42028394550881,2.189325914761692,Serviços,RN,False
Cidade_111,-6.173748409197234,-49.28016754320713,1.7936125332056898,Varejo,RO,False
Cidade_112,-3.8908735225320648,-39.30732569624562,2.402644972388859,Serviços,BA,False
Cidade_113,-26.41027516191367,-36.280644673609814,2.7974315624219104,Luxo,BA,False
Cidade_114,-13.033628044422692,-54.048701864539,3.9484927459644354,Alimentação,PA,False
Cidade_115,-16.530359173022724,-35.27742454303372,2.226918702136064,Educação,SP,False
Cidade_116,-13.322436041794447,-37.55377020338141,2.3328660920299553,Serviços,MT,False
Cidade_117,4.701909181783108,-63.67917155978952,3.4892225594035255,Varejo,AL,False
Cidade_118,0.5928176697900014,-60.16256267307093,2.1107712139108323,Serviços,SC,False
Cidade_119,-16.616116677132386,-38.912689606092336,3.5467533612249453,Varejo,SE,False
Cidade_120,-31.268200037063536,-62.62202015176557,1.7518439514230142,Alimentação,AM,True
Cidade_121,-1.9339862899723137,-62.03615299977738,1.8777011481620796,Varejo,PR,False
Cidade_122,-11.292299733216591,-39.85982049453259,2.527815276158019,Luxo,DF,False
Cidade_123,-28.63302540484535,-40.914662573675876,1.9773861700138458,Educação,BA,False
Cidade_124,-31.07200157050838,-56.93241695158308,2.8122322021796937,Alimentação,CE,False
Cidade_125,-17.22519521534438,-34.093559451073716,2.4681423742633166,Varejo,RR,False
Cidade_126,-29.938336535392942,-71.58907424023833,2.501269369311342,Alimentação,MT,False
Cidade_127,-7.926750506018291,-60.640961994789784,1.605165302812949,Varejo,PE,False
Cidade_128,-17.51283331045562,-69.75424328796129,3.4247009838980276,Alimentação,MS,False
Cidade_129,-18.27810688819262,-53.03773198252929,2.2647743263955165,Educação,AC,True
Cidade_130,-20.305710908359337,-36.12959095049709,2.153043336578551,Alimentação,CE,False
Cidade_131,-15.097359409540271,-42.90187299057733,2.2248313968463314,Saúde,MT,False
Cidade_132,-31.324766497908204,-48.006435119872144,2.041051255037863,Varejo,RJ,False
Cidade_133,-13.672628933892526,-50.39855018305746,2.3681399455455914,Luxo,CE,False
Cidade_134,-19.986965614970536,-73.84377637339375,2.6463982842264926,Varejo,SC,False
Cidade_135,-31.15904547899395,-36.0447930223472,2.8861175707311784,Educação,AP,False
Cidade_136,-32.439724366338496,-64.81677515978765,2.0255279660973873,Saúde,PE,False
Cidade_137,-14.089649985714782,-51.706051419754054,4.0,Varejo,AC,False
Cidade_138,-27.306040678703976,-38.22875018854696,3.110041187534571,Serviços,RJ,False
Cidade_139,-29.87421016994856,-36.124962262813604,2.872619601570758,Serviços,RJ,False
Cidade_140,-32.20790748807689,-45.224709727684,2.857941156076859,Alimentação,CE,False
Cidade_141,-24.96345348427798,-70.17910871470009,1.7871037262214393,Serviços,BA,False
Cidade_142,-12.963489287305475,-41.190751116923046,2.05276736339461,Varejo,PI,False
Cidade_143,-16.88191340330947,-64.57661013962309,1.791436725167577,Alimentação,RN,False
Cidade_144,-0.606002062861208,-40.442221384507135,2.299535077892928,Saúde,RO,False
Cidade_145,-30.086238326279396,-37.67981807345637,2.6341601545987183,Varejo,SE,False
Cidade_146,0.036402491919368174,-51.063682904277734,2.9873884614798625,Luxo,CE,False
Cidade_147,-29.849241817139244,-68.62392976828194,1.0400240662398625,Serviços,AC,False
Cidade_148,-20.989370722161333,-69.38441307658033,2.9195439825143286,Educação,MT,False
Cidade_149,-10.33820736304158,-37.986858900021645,1.9153324381023569,Varejo,RJ,True
Cidade_150,-11.945927878713178,-34.48364744544408,3.349607085122331,Alimentação,MS,False
Cidade_151,-17.94110572955907,-50.920069691748274,2.2512029320969362,Varejo,PI,False
Cidade_152,4.95872919603795,-48.111904383790545,3.7951357196433335,Alimentação,MG,False
Cidade_153,-0.8937056326728481,-70.01679640022174,1.6676490566315811,Varejo,CE,False
Cidade_154,0.08549607927024283,-34.48048182667178,1.3254295147525557,Serviços,RN,False
Cidade_155,-2.923638420967041,-60.817903809042065,2.01127401363765,Alimentação,ES,False
Cidade_156,-15.209847961799888,-47.9228317993157,2.606766478413111,Serviços,BA,False
Cidade_157,-4.668782425528317,-63.62763509373572,2.658806232452397,Alimentação,RS,True
Cidade_158,-20.807453466499354,-71.44499290909647,2.5217040427873703,Serviços,PB,False
Cidade_159,-32.629326886587066,-71.11222129823159,3.4942720704091443,Alimentação,MT,False
Cidade_160,2.3370511557786813,-52.361377526721235,2.2740656253061777,Serviços,RJ,False
Cidade_161,-11.78114279513074,-61.00874375691306,2.6098325928294375,Saúde,RR,False
Cidade_162,-32.72370302573408,-46.34778100942955,2.6387148747125897,Varejo,PE,False
Cidade_163,2.0405560995269454,-40.46221746368363,2.261104079368936,Varejo,MG,False
Cidade_164,-24.96701786952263,-70.17337210419433,3.1941897357845184,Varejo,RJ,False
Cidade_165,-19.781862943319528,-61.79033480895632,2.37156971459788,Alimentação,RN,False
Cidade_166,-12.87980837776417,-60.903824164355,1.8899217850788546,Luxo,BA,False
Cidade_167,-30.877447728138673,-73.54307969002679,2.3653659232977313,Alimentação,SE,False
Cidade_168,-8.816321896673628,-46.26381031210726,2.1133489565190913,Luxo,AM,False
Cidade_169,4.635180437025362,-53.0372298611884,2.9304598501735932,Alimentação,ES,False
Cidade_170,-32.60305314061404,-46.109770687369206,2.4578036519991673,Varejo,PI,True
Cidade_171,-25.3219770794972,-60.418784931010855,2.788371793838286,Luxo,MA,False
Cidade_172,-13.166170186967253,-40.11099535152426,1.9397551355646292,Serviços,SC,False
Cidade_173,-5.232912655781128,-65.82657210918686,3.350443033104871,Luxo,AM,False
Cidade_174,-14.100128959973219,-61.8106746770601,3.7526819737261823,Educação,AP,False
Cidade_175,-9.923777732443646,-62.22795423206849,3.4503206106309876,Serviços,RJ,False
Cidade_176,-6.842689819811618,-34.45647612981724,1.9546494407963988,Luxo,AL,False
Cidade_177,-26.41321151677927,-63.57115878354476,3.1640622641418354,Saúde,PR,False
Cidade_178,-12.908383914263439,-63.73156497862601,2.805072278676295,Luxo,PI,False
Cidade_179,3.5173423669795696,-63.54563681933774,2.5655858089694155,Saúde,AM,False
Cidade_180,4.058399208094201,-61.62378934089759,2.55549546753423,Varejo,MG,False
Cidade_181,-9.709559922878721,-65.96927893609667,2.4367416718750303,Educação,AM,False
Cidade_182,-16.127538261246915,-70.0745167642693,1.6637017687572555,Alimentação,PB,False
Cidade_183,-26.615521871210728,-65.73739190203693,1.6825634231163507,Educação,SC,False
Cidade_184,1.445472527264549,-62.64557063942355,3.090889980893432,Alimentação,PA,False
Cidade_185,-7.015013517130864,-50.470824908427026,2.5884478654753247,Alimentação,RO,False
Cidade_186,-14.963612576638752,-55.63036848881999,2.604607295319588,Varejo,PB,False
Cidade_187,4.22288658132581,-56.54202407765659,2.71351222114672,Serviços,MA,True
Cidade_188,-9.66815373016048,-48.46149131642534,1.6590193943909906,Alimentação,PE,False
Cidade_189,-24.155268172352912,-62.114097106469174,2.3288256924957187,Serviços,PR,False
Cidade_190,-11.540012910986192,-39.35471346629685,1.8386441187362053,Varejo,PR,False
Cidade_191,1.4114890726296636,-40.723495448159504,3.490118711382438,Alimentação,RJ,False
Cidade_192,-29.36313489098759,-65.67071071947186,1.7697884306646081,Educação,SE,False
Cidade_193,-32.96865666548832,-53.37892643183141,2.5999665359691644,Educação,SC,False
Cidade_194,-25.494522384707118,-64.79730257822115,1.9555890159455167,Saúde,ES,False
Cidade_195,-12.827546623569525,-57.80641340007615,2.634309788041511,Alimentação,MG,True
Cidade_196,-30.45244108709929,-61.860711618014285,1.6730678236861602,Luxo,PI,False
Cidade_197,-15.837894580322253,-70.69210887715042,2.9662487479536033,Serviços,AL,False
Cidade_198,-26.31165082981498,-37.4177205308727,1.6941641917411838,Alimentação,SC,False
Cidade_199,-3.9744586632628405,-66.07211865400023,2.727264240157779,Alimentação,TO,False
Cidade_200,2.3345094007343263,-50.735431033125856,1.8361096561979162,Alimentação,AP,False
Cidade_201,0.32736477431352995,-34.99636450458523,2.4018538290665066,Saúde,RR,False
Cidade_202,-25.059163052097507,-42.11856137674806,3.405296397926599,Alimentação,RO,False
Cidade_203,-14.048764995873846,-53.030683046435215,1.686395444174217,Varejo,RR,False
Cidade_204,3.081976889462176,-37.68389837493117,1.0850941080688752,Luxo,RS,False
Cidade_205,-24.917536481193856,-51.42676091077058,1.9259672181138994,Alimentação,AM,False
Cidade_206,-18.219517054493014,-60.11744758960997,1.3225089536308758,Educação,BA,False
Cidade_207,-13.846845637593624,-49.10930335745147,2.6634803442578683,Alimentação,GO,False
Cidade_208,-27.11745508243869,-47.563991175212244,2.8665240896270445,Serviços,CE,False
Cidade_209,-19.75500162020895,-52.14013982235771,2.0825122850415316,Alimentação,RJ,False
Cidade_210,-12.792869457748036,-68.9311333848883,2.257608342483035,Serviços,RO,True
Cidade_211,-7.629249315549721,-35.33656462911188,2.5744187597607717,Alimentação,PR,False
Cidade_212,-28.020131539519117,-43.32788657691965,2.446657448933303,Saúde,SP,False
Cidade_213,-21.299115463248704,-42.76291776491662,1.8566383390534682,Serviços,RJ,False
Cidade_214,-12.581394763857176,-64.52324678285598,3.2556038645691636,Serviços,DF,False
Cidade_215,-5.919360482966518,-44.33826402336902,2.7352966708214033,Varejo,GO,False
Cidade_216,3.6641728819876036,-59.42558318012391,2.746583471837955,Alimentação,SE,False
Cidade_217,-19.646874416248167,-62.030951401266194,3.1552318291269414,Luxo,PR,False
Cidade_218,-18.302434022472355,-67.89590089407955,2.6717097399730863,Varejo,RJ,False
Cidade_219,-15.66527210854844,-57.74358909156224,1.682939267190476,Alimentação,RR,False
Cidade_220,-4.714212961275727,-39.32393785702831,3.836214585470153,Varejo,SP,False
Cidade_221,-32.549246879080876,-72.13613073516248,3.332283914525952,Saúde,SP,False
Cidade_222,-25.483990519206422,-69.03090553582908,2.7737260110587805,Varejo,TO,False
Cidade_223,-2.214174812121893,-43.44021472309248,2.338922503648788,Varejo,PA,True
Cidade_224,1.0080428821955607,-70.07762742655777,2.4786989190963653,Varejo,PA,False
Cidade_225,-9.766555491366045,-43.06645189059329,2.205533846213011,Saúde,AM,False
Cidade_226,0.7605431033716599,-71.47971492027382,1.596549995101532,Serviços,PB,False
Cidade_227,-32.635090058748304,-64.38283213411617,1.9788427409787626,Alimentação,PE,False
Cidade_228,-5.815662946147171,-66.21750666755457,2.422641363973834,Varejo,PR,False
Cidade_229,-27.50851536530506,-56.03344486110352,3.210220416074362,Alimentação,SE,False
Cidade_230,-19.560673828832748,-56.25803610923189,1.9528560698317299,Alimentação,SC,False
Cidade_231,-19.73212263655158,-64.21588959050588,1.9869820261115485,Alimentação,RS,False
Cidade_232,-29.808982659830356,-62.21286468455858,2.813060750979411,Saúde,DF,False
Cidade_233,-18.02394876826555,-61.344518669779106,3.5013789940600857,Educação,RO,False
Cidade_234,-2.8374779066403804,-46.57809008320055,2.056773365731115,Alimentação,SE,False
Cidade_235,4.252069254639203,-40.98100263890386,2.1380896338946673,Varejo,AM,False
Cidade_236,-31.10430117576168,-57.56823372608645,2.4226066159878035,Alimentação,CE,False
Cidade_237,0.8342120419496979,-66.5122441828717,3.135000224372741,Serviços,SP,False
Cidade_238,-7.0919266320951735,-56.78741477023181,2.7466634301926685,Educação,DF,True
Cidade_239,-7.956519817574673,-51.05010367582369,2.7522368777862107,Varejo,PR,False
Cidade_240,-11.672053082060955,-67.6072613263177,3.1897580041293163,Alimentação,MG,False
Cidade_241,-23.807353866535266,-73.28467352831554,2.482790757593886,Educação,RN,False
Cidade_242,-25.709367258551957,-53.54279274675355,3.0304352991146617,Serviços,BA,False
Cidade_243,-13.305622473453656,-43.32031803148129,1.1221950436180819,Alimentação,BA,False
Cidade_244,-7.373864475622796,-62.207181156682395,2.689526435384313,Serviços,MT,False
Cidade_245,-17.456737226001945,-69.70675971004471,3.2624852617469116,Serviços,TO,False
Cidade_246,-30.926419551554734,-46.00001110250295,2.6628802572555235,Varejo,RO,False
Cidade_247,4.549677368126957,-57.11216033996301,1.810405902251795,Varejo,PI,False
Cidade_248,-29.657837888737063,-68.8911284377681,2.0255688752868424,Alimentação,PA,False
Cidade_249,-6.765172610507328,-58.39282274681554,3.156504368995527,Serviços,RJ,False
Cidade_250,-30.312010542755804,-34.2004182149179,1.488918999957653,Varejo,AM,False
Cidade_251,-20.348519238302938,-39.9902034768116,2.902359518958499,Varejo,BA,False
Cidade_252,-32.54647527112238,-34.89444454112726,2.1060292929732345,Varejo,PE,False
Cidade_253,3.2924602870579562,-38.502331371954774,2.267001801622165,Alimentação,RJ,False
Cidade_254,-19.07505540351785,-42.668301653083134,2.0550899883663067,Educação,RR,True
Cidade_255,-27.891062522644063,-39.97534666577551,2.645785004737004,Educação,SP,False
Cidade_256,-15.64509760162553,-60.63300172744091,2.7968068013777687,Varejo,SP,False
Cidade_257,-28.198318989555567,-57.10338399502609,2.585199721921404,Varejo,SE,False
Cidade_258,-13.76894297153903,-57.120368847209846,3.9420564692897164,Alimentação,ES,False
Cidade_259,-15.518332144952257,-61.35499292530875,3.952223780261007,Varejo,MT,False
Cidade_260,-26.23779210391854,-54.51192575800297,2.3124788784614543,Alimentação,AL,False
Cidade_261,-18.344918306715492,-71.82530770696587,2.372221703208416,Alimentação,ES,False
Cidade_262,-30.991431137692004,-46.29181377454838,3.8758599345393385,Varejo,MS,False
Cidade_263,-19.4670791841748,-48.59947381497878,1.9329093122655452,Varejo,AM,False
Cidade_264,-19.00433735505639,-39.530997966945804,1.55066592186012,Varejo,RO,False
Cidade_265,-21.575973493689006,-46.4220475484163,2.337738464629183,Varejo,RS,False
Cidade_266,-31.7354869432662,-52.49476217946278,2.0583363715656815,Alimentação,PE,False
Cidade_267,-21.34370236207353,-72.32904016153384,3.5472996262631398,Serviços,RO,False
Cidade_268,-28.93130214464151,-61.053641049184606,3.4309718536592815,Alimentação,DF,False
Cidade_269,-7.5157539366981645,-48.67593637125481,2.7806021943337758,Educação,MA,False
Cidade_270,-32.588590090744525,-68.78012221903221,1.2145050576988163,Alimentação,PA,False
Cidade_271,-27.422229865749564,-45.567235970060736,4.0,Serviços,MS,False
Cidade_272,-11.049379651218597,-72.30932112005384,2.6919370756172487,Varejo,RR,False
Cidade_273,-29.788514549008372,-35.793189775240805,3.164998994272856,Luxo,AM,False
Cidade_274,-15.978485694929926,-51.386356639941525,1.9016169730523833,Serviços,AM,False
Cidade_275,-10.914326160320996,-53.727846395479716,3.0028486037405897,Alimentação,BA,False
Cidade_276,-6.329506572942311,-52.111381599833024,2.800615292111005,Educação,PB,False
Cidade_277,-5.483224378742776,-49.08200503089526,3.0451365968129402,Educação,BA,False
Cidade_278,-19.05214585039351,-52.822025604020695,1.9510529790908544,Serviços,AM,True
Cidade_279,-29.438892451520346,-52.8862639518784,2.017062144395632,Educação,BA,False
Cidade_280,-10.757812739954414,-49.577783489320346,3.147674129747395,Serviços,PI,False
Cidade_281,-21.06560880489433,-66.23473505426152,2.0767854080385892,Serviços,DF,False
Cidade_282,-16.062206457721917,-55.17257942241676,3.079406703627115,Varejo,AL,False
Cidade_283,-7.716766949991694,-48.16176733522106,2.107147535866739,Serviços,MT,True
Cidade_284,-21.33419201470245,-73.44504164470403,3.731367920103415,Alimentação,AC,True
Cidade_285,-30.272801600458777,-56.19925352698044,2.853002143786952,Educação,RJ,False
Cidade_286,-24.434398725601582,-49.45886775739399,2.7403142700633927,Varejo,TO,False
Cidade_287,4.061479773377535,-73.82088976261468,2.0448030252526883,Alimentação,BA,False
Cidade_288,-5.441753968601933,-55.6830764799284,2.498865663707837,Educação,RR,False
Cidade_289,-2.525300461445788,-64.8705974362842,3.37179001736105,Alimentação,PB,False
Cidade_290,-16.941387391071455,-45.26790770476411,2.779049825061293,Alimentação,AP,False
Cidade_291,1.6705489344275577,-71.21042495260151,1.0626725156066192,Serviços,MT,True
Cidade_292,-31.41908261557735,-46.119678373666275,2.7235978872419926,Alimentação,RR,False
Cidade_293,-9.740206977657465,-66.70069742761433,2.8196680061838055,Varejo,PA,False
Cidade_294,-17.61016167087586,-34.5224961410599,1.8573634804596204,Varejo,SC,False
Cidade_295,-16.348444262007664,-64.43103463868518,1.7688883113719203,Saúde,AM,False
Cidade_296,-26.960622378771987,-39.74635474870932,3.0847909264457813,Educação,ES,False
Cidade_297,3.8268461706746137,-50.827450259334945,2.0172589980301785,Luxo,MA,True
Cidade_298,-1.1816209160077484,-63.14943907864564,3.1942526126975115,Educação,PA,False
Cidade_299,-13.468704929987474,-34.599381042523575,1.9177423453691955,Serviços,CE,True
Cidade_300,1.9434790820720522,-39.84261483833388,2.659703560771065,Luxo,GO,False
Cidade_301,-19.48562704757008,-49.76215802073774,2.4483512674004277,Alimentação,MA,False
Cidade_302,-4.32818820674817,-44.90442069777795,1.7011535015171406,Alimentação,AL,False
Cidade_303,-3.5828391891665667,-62.58860648074317,1.405643360785594,Serviços,MG,False
Cidade_304,-17.612334129262415,-55.85518338029049,2.79829431614934,Serviços,PR,False
Cidade_305,-16.310989439461913,-69.73099554617889,2.4322973395882785,Varejo,MA,False
Cidade_306,0.5144802383692237,-65.55212159905852,2.0439797937035933,Serviços,PR,False
Cidade_307,-1.849014124568523,-44.22398828671373,2.1268754739660243,Varejo,CE,False
Cidade_308,-27.090255004945462,-64.53517943244904,1.712827828456982,Alimentação,CE,False
Cidade_309,-24.986297623904903,-67.1052010626209,1.6237956786854886,Serviços,PA,False
Cidade_310,-12.169001013491048,-45.43658102012476,2.8415536121776515,Luxo,GO,False
Cidade_311,-28.913914543547513,-57.91058760576792,3.4191962799380344,Serviços,RS,False
Cidade_312,-0.6560615554170113,-37.61625492932157,3.157694732482966,Alimentação,SC,False
Cidade_313,2.3603710771124327,-67.30951471715946,2.825373859902612,Educação,PB,False
Cidade_314,-23.37564844257584,-57.021052180298945,2.880359908374118,Serviços,CE,False
Cidade_315,-3.171947633685967,-48.49601781258222,2.7825036935812903,Luxo,RS,False
Cidade_316,-27.71968636099897,-49.238138668388586,3.248820791855018,Educação,RJ,False
Cidade_317,-4.927166615754587,-49.222692772513575,2.6543324375807713,Serviços,MT,False
Cidade_318,-5.3930610892804935,-50.909122255435065,2.314537866626962,Alimentação,RN,False
